269,75,302,138
272,75,305,138
272,72,305,135
272,73,305,136
269,74,302,137
268,71,301,134
265,69,298,132
265,70,298,133
261,71,294,134
260,69,293,132
261,69,294,132
261,66,294,129
262,65,295,128
256,67,289,130
257,68,290,131
251,65,284,128
247,64,280,127
244,66,277,129
242,67,275,130
240,65,273,128
238,66,271,129
236,67,269,130
236,73,269,136
238,74,271,137
240,72,273,135
242,68,275,131
240,67,273,130
240,67,273,130
242,68,275,131
243,67,276,130
244,67,277,130
246,65,279,128
242,63,275,126
240,61,273,124
233,62,266,125
229,63,262,126
225,64,258,127
225,65,258,128
224,64,257,127
224,67,257,130
225,67,258,130
227,67,260,130
229,70,262,133
229,73,262,136
231,73,264,136
232,74,265,137
232,77,265,140
233,75,266,138
233,77,266,140
234,79,267,142
238,78,271,141
238,80,271,143
239,79,272,142
236,77,269,140
232,81,265,144
228,80,261,143
224,82,257,145
222,82,255,145
216,79,249,142
216,74,249,137
214,75,247,138
217,73,250,136
218,73,251,136
219,75,252,138
221,75,254,138
222,74,255,137
226,74,259,137
227,76,260,139
228,74,261,137
230,72,263,135
227,74,260,137
225,76,258,139
225,77,258,140
229,76,262,139
230,77,263,140
234,77,267,140
234,80,267,143
239,84,272,147
239,85,272,148
245,85,278,148
248,83,281,146
246,84,279,147
250,85,283,148
248,88,281,151
251,88,284,151
248,84,281,147
246,82,279,145
244,80,277,143
240,78,273,141
233,78,266,141
233,74,266,137
230,72,263,135
232,69,265,132
234,72,267,135
237,71,270,134
241,73,274,136
241,76,274,139
242,75,275,138
246,76,279,139
251,74,284,137
253,76,286,139
255,73,288,136
258,76,291,139
257,75,290,138
255,73,288,136
251,71,284,134
239,69,272,132
233,65,266,128
222,63,255,126
216,58,249,121
209,58,242,121
208,61,241,124
210,58,243,121
213,59,246,122
216,58,249,121
217,60,250,123
220,63,253,126
229,65,262,128
232,68,265,131
239,71,272,134
242,72,275,135
248,72,281,135
253,73,286,136
262,75,295,138
265,76,298,139
270,77,303,140
278,78,311,141
285,76,318,139
284,74,317,137
290,76,323,139
291,78,324,141
295,78,328,141
302,82,335,145
304,81,337,144
308,82,341,145
308,83,341,146
308,84,341,147
307,84,340,147
308,85,341,148
306,86,339,149
299,83,332,146
296,82,329,145
292,82,325,145
286,81,319,144
283,76,316,139
283,75,316,138
279,72,312,135
279,73,312,136
276,73,309,136
274,73,307,136
276,75,309,138
277,75,310,138
279,75,312,138
282,79,315,142
284,77,317,140
284,77,317,140
289,77,322,140
290,81,323,144
295,80,328,143
297,79,330,142
298,78,331,141
301,81,334,144
302,79,335,142
301,80,334,143
300,81,333,144
300,79,333,142
304,82,337,145
303,81,336,144
301,81,334,144
300,85,333,148
300,86,333,149
302,83,335,146
304,83,337,146
306,83,339,146
307,81,340,144
308,80,341,143
310,78,343,141
313,80,346,143
315,82,348,145
317,80,350,143
316,79,349,142
321,80,354,143
322,80,355,143
323,80,356,143
326,81,359,144
332,79,365,142
328,77,361,140
330,75,363,138
330,77,363,140
331,80,364,143
332,82,365,145
334,81,367,144
335,79,368,142
336,78,369,141
337,79,370,142
339,81,372,144
341,80,374,143
346,79,379,142
348,76,381,139
352,79,385,142
