147,110,180,142
149,114,182,146
152,118,185,150
155,119,188,151
158,119,191,151
160,118,193,150
161,119,194,151
161,120,194,152
162,121,195,153
163,121,196,153
166,119,199,151
165,115,198,147
160,112,193,144
157,110,190,142
156,107,189,139
155,80,188,112
152,74,185,106
147,72,180,104
143,70,176,102
136,69,169,101
130,68,163,100
129,68,162,100
129,67,162,99
129,66,162,98
130,64,163,96
140,67,173,99
147,73,180,105
152,80,184,111
158,90,190,121
161,101,193,132
165,123,197,154
166,129,198,160
167,127,197,157
168,111,199,141
168,91,199,121
166,62,200,95
165,55,196,85
164,59,195,89
164,60,195,90
163,63,194,93
162,79,193,109
162,93,193,123
163,110,194,140
163,125,194,155
163,129,194,160
162,100,194,131
161,91,193,122
160,89,192,120
160,91,192,123
159,96,192,128
157,112,190,144
157,124,190,156
157,137,190,169
158,153,191,185
158,164,192,197
158,152,191,184
157,135,190,167
156,122,190,155
155,113,189,146
153,109,187,142
150,107,184,140
149,110,183,143
147,117,181,150
145,127,180,161
145,139,180,173
143,139,179,174
138,120,174,155
134,99,171,134
132,86,168,121
129,78,165,113
124,74,160,109
122,76,158,111
121,84,157,119
121,101,157,136
122,118,159,154
124,147,162,183
120,136,157,172
121,118,158,154
128,99,166,136
134,85,173,122
140,73,180,111
146,72,185,110
151,74,190,112
154,80,193,118
156,83,199,125
169,114,206,149
171,121,208,156
172,112,208,147
173,96,210,131
174,86,211,122
179,75,216,111
179,76,216,111
179,80,216,116
179,89,216,125
180,104,217,140
177,140,214,175
174,142,211,178
172,134,208,168
168,120,203,154
165,110,200,144
161,101,197,135
159,99,194,133
157,101,193,135
155,106,191,140
154,115,190,149
151,130,186,163
148,127,182,160
142,109,177,142
134,92,171,127
132,87,168,122
127,82,163,116
124,83,160,117
121,87,157,121
120,97,156,131
120,110,156,144
122,132,159,167
121,123,158,158
120,110,157,145
121,100,158,135
124,94,161,129
130,92,167,128
130,96,168,132
134,104,172,140
139,115,177,151
147,129,185,165
159,148,197,184
163,136,201,172
167,119,205,155
169,107,207,143
170,100,208,136
172,91,210,128
171,92,210,129
169,98,208,135
166,109,204,145
164,123,202,159
161,133,199,169
161,119,199,155
160,104,198,140
159,94,197,130
159,88,197,124
158,83,196,119
156,86,194,123
153,93,192,130
151,103,190,140
150,114,189,151
150,119,189,156
149,104,188,141
146,89,186,127
141,82,181,120
135,80,175,118
124,89,164,127
121,99,161,137
119,111,159,149
117,127,157,165
116,143,156,181
117,149,157,187
118,136,159,175
118,124,160,164
121,118,163,158
128,119,170,159
138,121,180,161
142,126,184,166
149,135,191,175
156,148,194,184
160,163,198,199
169,163,207,199
172,147,210,183
175,134,215,172
181,125,221,163
186,120,226,158
190,118,230,156
190,122,230,160
189,130,229,168
184,142,224,180
178,152,216,188
164,143,202,179
156,122,194,158
149,105,187,141
145,93,183,129
142,85,180,121
137,80,175,116
136,85,174,121
136,95,174,131
138,109,175,144
138,122,175,157
139,115,177,151
141,105,178,140
142,99,180,135
143,96,181,132
147,97,185,133
154,108,192,144
155,118,193,154
155,131,193,167
156,148,194,184
157,164,195,200
157,154,195,190
156,141,195,178
156,134,195,171
155,134,195,171
155,136,195,173
