110,101,139,191
111,100,140,189
112,99,141,188
113,99,142,188
114,99,143,187
115,101,144,189
116,104,145,191
117,106,146,193
118,106,147,193
119,105,148,191
122,104,150,190
125,104,152,189
127,103,153,188
128,104,154,188
130,104,155,188
130,105,155,188
130,104,155,186
130,102,155,183
130,101,156,182
130,101,156,181
131,101,157,180
133,102,160,180
135,102,162,179
137,102,164,179
139,102,167,178
141,103,168,178
142,104,167,179
144,104,168,178
145,104,169,178
147,103,171,176
148,102,172,175
150,101,174,174
151,101,175,173
152,100,175,171
153,99,176,169
154,99,176,169
155,98,176,167
155,98,176,166
154,99,174,166
154,99,173,166
154,100,173,167
155,100,174,167
155,102,174,169
156,103,175,170
157,105,176,172
158,106,177,173
160,105,179,172
162,104,181,171
164,104,183,171
166,104,185,170
168,105,187,171
170,106,189,171
171,105,190,170
172,104,191,168
173,103,192,166
174,102,193,165
175,102,194,164
177,102,196,164
178,102,197,164
180,102,199,164
181,103,200,165
183,103,202,165
184,103,203,165
185,104,204,166
185,104,204,166
185,104,204,166
185,104,204,165
185,105,204,166
184,105,203,165
184,105,203,164
185,104,204,162
187,104,206,162
188,103,207,160
189,104,208,161
190,104,209,161
191,104,210,161
191,104,210,161
191,103,210,160
192,103,211,160
192,103,211,160
192,102,211,159
193,103,212,160
194,104,213,161
195,106,214,163
196,107,215,163
197,107,216,163
198,107,217,163
199,107,218,162
200,106,219,161
198,106,217,161
197,106,216,161
199,106,218,160
200,106,219,160
201,105,219,159
202,105,220,159
203,105,221,159
203,105,220,159
203,105,220,158
202,106,219,159
202,106,219,158
201,106,217,158
202,106,218,157
203,106,219,157
204,106,220,156
205,106,221,156
207,107,223,157
208,107,224,157
209,108,225,158
211,108,227,158
211,108,227,158
211,108,227,158
209,106,225,156
208,105,224,155
208,105,224,155
208,104,224,153
207,104,223,153
207,103,223,151
207,103,223,150
207,103,223,149
206,103,222,148
206,102,222,147
207,103,223,148
207,103,223,148
208,103,224,148
210,103,226,148
211,103,227,148
213,104,229,149
215,104,231,149
