134,55,193,142
134,55,193,142
134,55,193,142
134,55,193,142
134,55,193,142
134,55,193,142
134,55,193,142
134,55,193,142
134,55,193,142
134,55,193,142
134,55,193,142
134,56,193,143
136,56,195,143
138,57,197,144
138,57,197,144
138,57,197,144
135,56,194,143
129,55,188,142
122,55,181,142
114,55,173,143
110,54,170,142
102,55,162,143
96,56,156,145
89,58,149,147
83,61,143,150
80,66,140,155
78,70,138,159
78,75,138,163
78,80,138,168
79,86,139,174
82,89,142,177
86,89,146,177
88,89,148,177
95,89,155,177
102,90,162,178
111,89,171,177
120,89,180,178
129,90,189,179
133,91,193,179
140,94,200,182
146,97,205,185
152,100,211,188
157,101,216,188
157,100,216,187
157,100,216,187
158,100,217,187
158,101,217,188
158,100,217,187
158,98,217,186
158,97,217,185
158,93,218,181
158,89,218,177
159,88,219,176
162,87,222,175
161,84,221,172
160,84,220,172
156,82,216,170
149,79,209,168
139,76,200,165
129,74,190,164
119,73,180,163
114,73,175,163
104,72,165,162
95,72,156,162
91,73,152,163
91,74,152,164
92,75,153,165
93,75,154,165
96,76,157,166
101,78,162,168
107,77,168,167
114,77,175,167
120,77,181,167
123,77,184,167
129,76,190,165
134,76,195,166
140,76,201,166
144,76,205,165
145,76,206,165
145,77,206,166
145,81,206,170
146,86,207,175
149,91,210,180
148,95,208,184
147,95,207,184
142,96,203,185
135,96,196,185
128,97,189,187
119,99,180,189
114,98,175,188
112,95,173,185
109,85,171,176
108,77,170,168
109,73,171,165
111,73,173,165
115,73,177,165
117,73,179,164
123,72,185,163
131,72,193,163
138,73,199,163
145,72,206,162
151,70,212,160
151,69,212,159
152,71,213,161
155,78,216,168
153,79,214,169
147,78,208,169
144,78,205,169
133,77,195,168
124,77,186,168
118,80,180,171
113,84,175,175
112,88,173,179
112,90,173,181
114,93,175,183
119,94,180,184
125,95,186,185
133,97,194,187
140,99,201,189
143,100,204,190
146,97,207,187
147,92,208,182
148,86,209,177
148,81,210,172
148,75,210,166
148,72,210,163
149,68,211,159
151,66,213,157
152,66,214,157
151,65,213,156
147,64,209,155
145,64,207,156
138,63,200,155
129,62,192,154
119,61,182,154
107,59,170,152
102,56,166,150
94,57,158,151
89,63,153,157
89,70,153,164
90,73,154,167
94,75,157,168
96,76,159,169
103,76,166,169
112,76,175,169
121,77,184,169
130,78,192,170
136,78,198,169
139,78,201,169
142,78,204,169
142,75,204,166
144,71,206,163
146,69,208,161
146,72,208,161
146,72,207,161
143,71,204,161
139,71,200,161
131,71,194,160
122,69,186,158
114,70,178,154
110,68,172,154
102,67,165,153
93,66,156,153
87,72,149,159
84,83,147,168
84,87,146,172
85,93,147,179
88,99,150,183
94,101,155,186
101,101,164,187
110,100,173,186
115,101,177,187
124,101,186,187
133,101,194,186
141,101,204,185
147,98,208,183
150,93,210,179
152,92,213,178
153,88,215,176
153,87,211,172
155,84,216,167
156,77,216,162
158,77,219,160
158,75,217,160
157,74,216,159
155,72,216,160
150,73,211,159
144,75,207,158
135,71,196,156
132,69,192,155
125,68,187,155
118,66,180,153
111,66,174,153
105,64,169,153
101,64,164,153
94,64,159,153
88,64,151,152
83,67,147,154
81,74,146,159
81,76,143,164
