72,54,178,140,1
72.948,54.32,177.04,138.83,0.64684
71.482,53.965,174.11,137.34,0.62031
73.168,53.412,173.71,135.15,0.53901
68.2,50.5,169.4,132.9,0.64283
68.073,51.344,167.3,132.13,0.5751
67.948,52.355,166.99,132.97,0.59445
64.8,50.8,167.8,134.6,0.58137
65.072,52.165,166.43,134.63,0.53678
65.361,52.916,165.71,134.55,0.52449
65.743,53.246,165.62,134.5,0.51189
66.149,53.249,165.24,133.89,0.50685
66.472,53.646,163.85,132.94,0.51634
66.956,53.575,163.05,131.88,0.51285
65.21,53.865,160.82,131.79,0.53054
64.805,53.302,160.71,131.45,0.49861
64.025,53.86,159.53,131.7,0.52704
64.445,53.384,160.25,131.45,0.51085
63.697,53.963,159.96,132.39,0.50478
63.134,54.116,158.84,132.09,0.50327
63.026,54.278,158.86,132.36,0.50649
62.71,53.801,158.53,131.87,0.51072
62.707,54.389,158.37,132.34,0.51537
62.75,54.191,158.45,132.17,0.50221
62.568,53.928,158.53,132.12,0.52209
62.648,54.091,158.61,132.28,0.52555
62.631,53.545,158.57,131.72,0.52696
62.377,53.969,158.29,132.12,0.53714
62.552,54.103,158.35,132.16,0.5347
62.536,53.762,158.45,131.91,0.52516
61.742,53.605,158.11,132.11,0.52451
62.819,54.129,157.86,131.6,0.52287
62.984,55.278,157.45,132.3,0.5271
63.564,55.708,157.35,132.19,0.52098
63.25,55.154,157.05,131.66,0.5125
62.495,56.043,156.55,132.74,0.52517
62.187,55.76,155.95,132.22,0.53952
62.36,55.578,156.18,132.09,0.55249
62.289,56.004,156.8,133.06,0.5496
62.013,56.206,156.08,132.89,0.5413
62.484,55.821,156.43,132.42,0.54144
63.233,56.069,156.85,132.42,0.53328
62.931,55.774,156.61,132.18,0.55363
61.976,55.691,157.78,133.74,0.54591
63.437,55.639,159.52,133.91,0.52674
63.597,55.544,159.42,133.61,0.54934
62.589,56.114,159.57,135.09,0.5382
62.89,55.842,160.08,134.98,0.5101
62.482,55.029,160.06,134.47,0.53166
62.451,54.696,158.75,133.14,0.51963
63.907,54.823,158.97,132.31,0.51299
64.185,54.861,159.38,132.46,0.50939
64.502,55.703,158.54,132.4,0.52238
63.326,55.693,158.59,133.34,0.53207
64.495,55.321,158.62,132.09,0.52721
63.981,55.709,158.52,132.8,0.51998
63.504,55.1,158.95,132.9,0.53039
63.548,54.447,158.78,132.08,0.54704
63.227,54.512,158.71,132.33,0.55975
64.775,53.732,160.18,131.49,0.54978
65.287,53.816,160.59,131.5,0.5368
63.583,53.68,159.28,131.67,0.5207
63.908,54.323,159.33,132.1,0.53675
63.571,53.359,159.27,131.35,0.55305
63.02,52.888,158.91,131.02,0.55523
63.115,53.577,159.14,131.82,0.54077
63.085,53.407,159.09,131.63,0.53524
62.886,53.716,158.98,132.01,0.53861
62.683,54.119,159.4,132.91,0.53018
62.708,53.153,159.34,131.88,0.53982
62.487,53.764,159.06,132.45,0.53009
62.876,53.435,159.36,132.05,0.54372
63.407,52.709,158.95,130.58,0.55106
63.414,52.884,158.61,130.49,0.53915
63.94,52.304,158.88,129.71,0.54033
64.12,52.675,158.82,129.89,0.53658
63.995,53.343,158.61,130.49,0.54716
64.075,53.248,158.65,130.36,0.54886
63.895,54.077,158.75,131.41,0.54785
63.729,54.098,159.04,131.79,0.53814
63.637,53.924,158.85,131.54,0.53607
63.267,54.316,158.98,132.32,0.52407
63.161,54.095,158.86,132.08,0.523
62.93,54.466,158.8,132.59,0.53139
62.427,54.406,158.81,132.92,0.53606
62.656,54.313,158.94,132.76,0.52884
62.246,54.426,158.41,132.78,0.52829
63.278,54.371,158.9,132.3,0.52257
63.356,53.922,158.98,131.86,0.49881
63.103,53.792,158.86,131.83,0.53532
62.902,54.094,158.97,132.38,0.50403
62.812,53.803,158.8,132.02,0.53014
63.138,53.452,158.84,131.45,0.51954
63.839,53.716,159.16,131.41,0.52975
63.27,53.322,159.08,131.4,0.5298
62.918,53.529,158.75,131.62,0.54569
62.957,53.553,159.19,131.97,0.51937
62.839,53.614,159.04,132,0.52074
62.736,53.894,159.82,132.97,0.5266
62.907,53.904,159.85,132.87,0.52882
62.414,53.716,159.29,132.62,0.52362
62.456,54.078,158.96,132.69,0.52922
63.3,53.021,160.14,131.9,0.53276
64.293,52.4,160.32,130.64,0.53891
64.925,52.077,160.26,129.8,0.53212
64.495,52.621,159.5,130.08,0.52447
64.672,52.692,159.48,129.99,0.52333
64.677,52.936,159.46,130.22,0.52286
64.573,52.965,159.17,130.1,0.52568
65.245,53.144,161.04,131.22,0.52313
66.102,52.893,161.85,130.92,0.52074
67.198,53.034,162.62,130.81,0.51459
67.619,53.36,162.88,131.01,0.52641
67.632,53.646,162.47,130.97,0.51782
68.099,53.21,163.62,131.07,0.52796
67.957,53.629,163.3,131.35,0.51748
66.723,53.928,163.65,132.87,0.54374
66.969,53.805,164.09,132.9,0.53968
66.797,54.692,164.59,134.33,0.53289
66.81,55.057,164.53,134.63,0.5347
66.607,54.641,164.64,134.46,0.52172
67.024,54.514,164.86,134.18,0.53959
66.898,54.155,165.08,134.1,0.53744
68.211,54.162,165.83,133.67,0.52884
69.007,54.808,166.56,134.27,0.54902
69.292,54.527,166.94,134.06,0.53643
69.167,54.988,166.38,134.18,0.5476
69.813,56.062,166.74,135.03,0.53056
70.524,56.538,169.39,137.02,0.53224
71.616,56.36,171.33,137.5,0.5269
71.999,55.779,172.04,137.16,0.50688
72.44,56.502,170.95,136.7,0.52891
71.461,56.601,171.56,138.03,0.51165
72.492,56.236,171.76,137.02,0.50395
74.426,54.726,173.42,135.29,0.51247
73.836,53.419,173.91,134.83,0.5002
74.46,52.518,173.86,133.39,0.51604
74.9,52.909,173.11,132.85,0.50206
76.532,52.423,174,131.8,0.50284
76.53,51.966,174.3,131.57,0.4965
76.409,51.94,173.83,131.28,0.49915
78.282,52.666,174.6,131.14,0.49902
78.295,51.974,174.2,130.13,0.50643
79.786,52.478,175.13,130.2,0.5005
79.569,52.439,175.02,130.24,0.49909
79.301,53.051,174.93,131,0.51399
79.611,52.409,174.88,130.08,0.51549
80.604,52.066,174.83,128.93,0.52062
80.543,52.039,174.39,128.59,0.50711
81.269,52.135,174.35,128.1,0.50869
81.286,52.503,174.65,128.69,0.52146
81.05,53.112,174.36,129.26,0.52208
80.91,52.974,175.05,129.77,0.50733
80.763,52.63,177.79,131.7,0.52028
82.072,53.196,179.74,132.75,0.53122
82.788,53.3,181.93,134,0.53151
82.602,52.733,182.56,134.07,0.51816
82.522,53.232,183.04,135.01,0.52187
83.537,53.231,183.18,134.31,0.51215
84.724,53.22,184.79,134.63,0.51201
85.328,52.825,185.37,134.2,0.48517
85.061,53.417,185.96,135.48,0.47625
86.086,52.782,186.74,134.66,0.47764
86.028,53.683,187.07,135.86,0.46664
85.464,53.084,187.53,136.05,0.45865
85.758,54.588,188.59,138.16,0.46536
85.645,54.734,189.04,138.74,0.50159
85.93,55.082,189.43,139.17,0.49799
85.655,56.551,189.96,141.26,0.49454
86.765,56.727,191.2,141.55,0.51129
86.393,56.659,191.02,141.64,0.51012
87.111,55.36,190.7,139.52,0.52435
87.197,57.316,191.62,142.13,0.49388
86.663,58.22,191.47,143.33,0.50075
87.444,58.878,192.69,144.34,0.49699
86.311,59.327,192.17,145.27,0.49369
84.935,57.078,195.49,146.81,0.50402
85.754,54.7,196.97,144.96,0.50796
86.325,53.208,199.01,144.65,0.49248
86.148,52.323,199.35,144.18,0.50404
86.178,52.287,199.92,144.58,0.50392
86.498,50.961,201.5,144.28,0.50599
86.253,50.465,201.83,144.24,0.50796
84.656,49.204,202.77,145.03,0.50521
85.189,49.479,204.02,145.89,0.50553
84.109,49.407,203.74,146.47,0.49387
83.514,48.691,203.86,146.34,0.50738
84.074,49.563,203.79,146.7,0.50488
83.369,48.245,204.11,146.21,0.49357
83.302,48.783,204.97,147.51,0.49721
82.49,46.969,204.81,146.22,0.51032
82.185,45.882,205.28,145.76,0.50898
81.947,46.361,206.57,147.48,0.49578
81.763,44.933,207.28,146.78,0.47976
80.572,45.046,207.22,147.81,0.48433
79.898,45.469,207.13,148.71,0.48283
79.315,44.706,207.94,149.08,0.46568
78.355,44.949,207.98,150.13,0.45987
78.131,44.708,208.54,150.53,0.45455
77.268,44.013,208.37,150.39,0.45963
