70,51,176,137
70,51,176,137
70,51,176,137
70,51,176,137
70,51,176,137
70,51,174,137
70,51,174,137
70,51,172,137
68,53,170,134
68,53,170,134
68,53,170,134
65,50,168,137
64,51,168,134
66,54,166,134
63,55,167,133
61,51,170,135
61,53,167,135
63,51,167,138
64,52,165,135
63,54,166,136
60,54,168,135
64,55,163,133
62,55,165,137
63,53,163,133
62,56,162,132
62,54,164,133
63,54,162,132
63,55,164,134
65,56,160,132
58,54,162,135
62,53,161,133
60,54,163,132
58,54,163,132
59,54,164,131
61,53,161,131
62,54,161,130
60,55,162,131
60,54,163,131
61,54,162,132
63,53,159,133
61,54,163,133
63,56,162,133
65,55,161,133
62,56,163,134
64,57,163,132
65,54,163,133
61,58,165,134
63,56,165,134
67,56,163,132
64,57,163,132
66,54,164,132
65,55,166,135
68,58,162,130
66,57,165,135
68,57,165,135
68,57,164,137
66,58,166,137
66,58,166,136
68,59,166,138
70,58,166,137
69,59,166,138
68,61,167,139
65,61,168,138
66,58,166,136
68,57,166,134
67,56,167,135
68,60,168,134
66,57,169,136
69,58,167,134
67,56,168,131
72,59,166,136
71,56,166,131
71,54,166,132
67,54,165,131
68,54,165,129
68,53,164,129
67,53,164,131
66,57,164,130
66,55,164,131
65,55,165,134
65,57,163,131
68,57,161,132
65,57,162,133
66,58,161,129
65,57,162,135
66,57,164,133
69,57,161,132
69,58,160,133
67,59,161,134
67,57,161,132
68,60,160,132
68,58,161,136
66,59,161,134
67,59,161,133
67,57,161,134
68,58,161,133
67,58,163,134
70,58,160,132
66,59,163,129
68,58,161,129
68,59,161,129
72,60,161,130
70,58,161,131
72,58,160,128
72,56,163,129
71,57,161,129
72,53,164,132
71,54,164,130
74,58,162,130
73,58,166,131
75,58,164,129
76,58,164,130
76,59,163,127
74,57,165,130
78,57,164,129
75,59,166,131
75,60,167,133
77,60,165,129
76,61,166,133
76,63,168,133
76,64,168,130
76,65,168,135
77,64,171,131
78,64,168,134
80,63,167,134
78,62,172,135
80,64,172,135
80,65,172,135
83,68,168,136
83,64,169,138
85,66,170,140
85,65,171,140
85,65,170,137
85,66,171,136
83,65,173,135
87,66,171,132
87,66,172,132
88,65,172,133
86,64,174,133
86,62,175,130
88,61,175,129
91,62,175,127
91,59,173,127
89,60,177,127
92,58,175,128
91,58,178,127
91,57,177,122
93,59,179,123
93,56,179,120
97,56,177,121
95,57,180,119
98,57,180,123
97,57,180,122
98,59,182,120
96,58,185,121
102,60,183,123
101,58,182,125
101,58,185,129
101,61,187,128
102,61,187,126
104,61,185,124
107,60,185,127
105,60,186,124
107,63,185,126
107,64,188,125
111,64,186,124
110,62,187,124
109,64,188,129
113,66,186,126
110,66,190,130
111,66,188,127
112,65,189,126
115,66,187,126
113,66,190,126
114,68,190,130
114,69,189,129
114,64,190,130
116,62,191,127
117,62,191,125
116,64,196,123
118,63,194,124
119,62,195,123
118,63,196,124
119,63,196,124
120,63,198,126
123,64,195,125
123,63,196,121
125,64,196,121
125,63,197,119
126,63,200,120
126,62,199,119
129,61,200,118
127,62,202,119
127,60,203,117
127,62,201,118
130,64,202,117
128,61,204,119
128,59,204,123
131,63,204,119
132,63,204,118
