69,48,94,86
70,50,95,88
71,50,96,88
71,50,96,88
71,50,96,88
71,50,96,88
71,50,96,88
71,50,96,88
71,50,96,88
71,50,96,88
71,50,96,88
73,50,98,88
73,50,98,88
73,50,98,88
74,50,99,88
76,50,101,88
78,50,103,88
77,50,102,88
80,50,105,88
81,52,106,90
83,52,108,90
87,52,112,90
90,52,115,90
91,52,116,90
95,54,120,92
99,54,124,92
104,55,129,93
109,56,134,94
114,56,139,94
115,56,140,94
117,56,142,94
121,56,146,94
126,57,151,95
128,57,153,95
131,54,156,92
131,54,156,92
134,54,159,92
136,55,161,93
137,55,162,93
137,54,162,92
139,54,164,92
140,54,165,92
139,54,164,92
139,54,164,92
139,54,164,92
139,54,164,92
139,54,164,92
139,54,164,92
139,54,164,92
139,54,164,92
139,54,164,92
139,54,164,92
139,54,164,92
139,54,164,92
139,54,164,92
139,54,164,92
139,54,164,92
139,54,164,92
139,54,164,92
139,54,164,92
139,54,164,92
139,54,164,92
139,54,164,92
139,54,164,92
139,54,164,92
139,54,164,92
139,54,164,92
139,54,164,92
140,54,165,92
141,54,166,92
141,54,166,92
141,54,166,92
141,54,166,92
141,54,166,92
141,55,166,93
142,54,167,92
142,55,167,93
141,54,166,92
141,55,166,93
143,56,168,94
142,55,167,93
141,57,166,95
142,55,167,93
142,57,167,95
140,56,165,94
139,56,164,94
139,55,164,93
137,55,162,93
135,55,160,93
136,55,161,93
134,54,159,92
132,54,157,92
128,54,153,92
126,53,151,91
124,54,149,92
124,55,149,93
120,55,145,93
115,55,140,93
111,55,136,93
107,55,132,93
103,55,128,93
102,55,127,93
98,55,123,93
93,54,118,92
89,54,114,92
86,52,111,90
81,51,106,89
81,51,106,89
78,51,103,89
75,51,100,89
74,51,99,89
72,51,97,89
71,51,96,89
70,51,95,89
70,51,95,89
68,51,93,89
67,51,92,89
67,51,92,89
67,51,92,89
67,51,92,89
67,51,92,89
68,51,93,89
69,51,94,89
69,51,94,89
70,51,95,89
70,51,95,89
70,50,95,88
70,51,95,89
70,51,95,89
70,50,95,88
71,51,96,89
70,51,95,89
71,51,96,89
71,50,96,88
