306,5,400,69
313,15,410,84
318,40,412,105
326,74,421,131
330,105,429,168
335,135,424,200
330,153,423,211
321,146,419,205
317,124,409,178
319,96,407,157
306,75,390,130
278,55,367,110
253,44,343,106
236,38,316,96
221,35,299,92
212,33,293,92
204,39,291,98
206,54,293,109
216,65,309,128
224,92,316,153
236,115,324,177
252,138,345,195
259,143,347,193
267,114,352,166
279,85,360,135
289,66,371,117
285,48,368,96
269,32,357,83
246,26,331,79
241,24,327,77
238,24,323,77
243,26,327,85
253,34,337,91
271,49,355,104
285,69,368,128
312,101,392,155
338,127,422,185
354,158,440,211
380,179,460,231
392,182,482,235
419,172,504,222
433,151,513,206
434,130,517,187
410,116,485,175
372,110,450,167
351,111,429,168
335,103,424,161
327,102,416,156
319,95,406,154
318,95,407,156
319,103,404,159
330,117,410,169
341,129,425,181
347,152,432,204
345,167,436,219
353,164,432,217
360,147,443,196
379,125,457,175
400,107,475,153
401,77,474,132
401,52,484,104
384,30,470,81
362,15,440,66
356,9,426,58
352,6,426,53
353,4,424,52
347,6,422,57
347,9,420,64
350,22,427,76
360,37,431,90
371,58,450,107
